,people_count,largeroom_temp,smallroom_temp,bathroom_temp,largeroom_hum,smallroom_hum,bathroom_hum,largeroom_presence,smallroom_presence,bathroom_presence
238,0.0,5.405205479452053,10.542513850837139,15.679822222222224,69.22899543378992,52.80887549467273,36.388755555555555,0.0,8.251274931057896e-05,0.00039319082103098123
239,0.0,7.032234042553181,10.66779926426724,14.303364485981298,70.62457446808507,57.07434330880891,43.524112149532755,0.0,0.0,8.106707627356582e-05
240,0.0,7.547420814479638,10.849566888721304,14.15171296296297,69.847556561086,57.33308383609856,44.818611111111125,0.0,0.0,0.0003901192009339689
241,0.0,6.630493827160493,11.000964862298192,15.37143589743589,67.43450617283955,52.49274026590696,37.55097435897437,0.0,0.0,0.00044765666999944216
242,0.0,6.217029702970295,10.679752946723246,15.142476190476197,68.22643564356436,53.39488448844885,38.56333333333334,0.0,0.0,8.241036259937868e-05
243,0.0,7.044423076923073,10.533454476314649,14.022485875706225,69.94025641025644,56.923433289873984,43.906610169491536,0.0,0.0,0.00024724612354897076
244,0.0,7.3853846153846145,10.72539072039072,14.065396825396828,68.71709401709404,56.359380341880325,44.001666666666615,0.0,0.0,0.00022700135690039048
245,0.0,6.54230158730159,10.792222222222225,15.04214285714286,68.26817460317454,54.028690476190455,39.78920634920637,0.0,0.0,8.135879384197604e-05
246,0.0,6.180526315789476,10.578185235816818,14.97584415584416,69.11144736842108,54.48877563226249,39.866103896103894,0.0,0.0,8.218940260869323e-05
247,0.0,6.3761445783132515,10.621807583274268,14.867470588235287,69.33409638554217,55.18348936924167,41.03288235294117,0.0,0.0,0.00043931607974011006
248,0.0,7.20857142857143,10.47484126984127,13.74111111111111,73.34714285714287,60.564960317460326,47.78277777777778,0.0,0.0,0.00024151229393708332
249,0.0,7.121524663677128,11.089965871661567,15.058407079646006,70.36995515695071,55.90511032183818,41.44026548672566,0.0,0.0,0.00016665008956726302
250,0.0,5.315,11.176750000000002,17.038500000000003,67.03101694915256,49.10375847457628,31.176500000000008,0.0,0.0,0.00030123188283364343
251,0.0,4.1103603603603585,11.74730407398549,19.38424778761062,65.14090090090089,44.896512397353106,24.65212389380532,0.0,0.0,0.0002937601265135622
252,0.0,2.1575000000000006,12.604990875912414,23.052481751824825,61.30825581395348,38.844894330334405,16.38153284671533,0.0,0.0,0.00022458627475529917
253,0.0,0.3115714285714287,13.373512987012976,26.435454545454522,58.40428571428575,35.084498229043696,11.764710743801649,0.0,0.0,0.00028704424082261405
